Sentence,Sentiment
"During the latest reporting period, the media company expanded its order book across its principal markets, and investors welcomed the news; this was update reference P01669.",positive
Looking For Last-Minute Tax Loss Harvesting Ideas? Heres One.,neutral
"In its latest investor communication, the manufacturer reported weaker revenue for the current financial year, and investors reacted negatively; this was update reference N00047.",negative
F Over 7.88,positive
"Ã¢â¬ÅSince humans started using oil, we have never seen anything like this.Ã¢â¬Â The worldÃ¢â¬â¢s thirst for oil is suddenly noÃ¢â¬Â¦ https://t.co/fMsg0XTP7b",negative
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,neutral
Revenues at the same time grew 14 percent to 43 million euros .,positive
Why Synaptics Stock Popped Today,positive
Long $GPRO for a brealout trade,positive
"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 .",positive
user: time to get out of the #cloud stocks VMW CM  ~~> valuations finally coming to earth...thankyou...,negative
Umicore reports FY results,neutral
"Yes, and I like a bit on oysters with a little cocktail sauce.",neutral
"In a new company statement, the media company warned about rising costs across its major business units, signaling weaker momentum; this was update reference N00688.",negative
"Following its recent business review, the technology company reported declining demand for the latest fiscal period, putting pressure on the outlook; this was update reference N02106.",negative
U.S. gasoline futures tumbled to their lowest level since 1999-with some pump prices already below $1-as coronaviru https://t.co/Tt9W1qMrJj,negative
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,neutral
"According to its newest filing, the payment provider posted a quarterly loss across its major business units, signaling weaker momentum; this was update reference N03749.",negative
Nordic Semiconductor ASA reports Q4 results,neutral
FREE mini Masterclass in Trading https://t.co/I2vS5F2lR2,neutral
$KCG bot at 2.24,positive
"UPDATE 1-Thyssenkrupp, Kone discuss multi-billion euro break-up fee - sources",neutral
"$ACST if it breaks 78c, it can easily run to $1 definitely on watch.",positive
"Under the terms of the agreement , Bunge will acquire Raisio 's Keiju , Makuisa and Pyszny Duet brands and manufacturing plants in Finland and Poland .",neutral
"In a new company statement, the retail company posted higher profit for the current quarter, boosting investor confidence; this was update reference P01983.",positive
ISIS we open anywhere here or under 16.75 we see 17.25 - easiest .50 cent trade ever,positive
The new plant is planned to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same heat generation capacity .,neutral
AAP need 465 to be taken & no looking back if this is for real,positive
Is Imperial Oil Limited's (TSE:IMO) ROE Of 11% Impressive?,neutral
"In a newly issued market update, the automotive company reported stronger revenue for the current quarter, boosting investor confidence; this was update reference P01771.",positive
Growing U.S. Wage Pressure Coming From Lower-Paying Jobs,neutral
AAP Daylight savings has screwed up the European close.. still 1/2 hour to go,positive
"According to its newest filing, the technology company reported declining demand for the latest fiscal period, weakening investor confidence; this was update reference N03784.",negative
user Why is BAC struggling to get up and moving today? > IMO We fill the gap & go p after !,positive
"According to its newest filing, the technology company reported slower order growth in its latest reporting cycle, adding to bearish sentiment; this was update reference N03084.",negative
Has anyone shorted KEX? What price?,negative
Nice triangle b-out here decent risk reward w/ stop inside apex S AAP #Sprint SPX NDX  VZ T,positive
"In its latest update, the healthcare company raised its earnings guidance for its domestic operations, signaling improving momentum; this was update reference P00176.",positive
"In a new company statement, the manufacturer secured a major contract during the latest trading period, strengthening growth expectations; this was update reference P02144.",positive
"In its latest update, the e-commerce platform secured a major contract for its main business segment, strengthening growth expectations; this was update reference P02171.",positive
"HCA entering long, here's the daily, like the volume on that bounce from support",positive
I like APC short.,negative
"According to its newest filing, the e-commerce platform warned of operational delays in its latest reporting cycle, adding to bearish sentiment; this was update reference N01614.",negative
The contract includes an option to deliver an additional 75 ASCs in the next phases of the project .,neutral
CSN did not catch the bottom but bought some on weird dip - hope that manipulation means good things to come,positive
'Frozen 2' Sets Another Box Office Record For Disney This Year,neutral
Weekly market update : Good corporate results counter virus fears #Weeklymarketupdate #marketscreener https://t.co/UWvHmj6TtT,positive
SK G SKHEADS,positive
"According to its newest filing, the energy producer warned about rising costs in its latest reporting cycle, adding to bearish sentiment; this was update reference N02272.",negative
"The total restructuring costs are expected to be about EUR 30mn , of which EUR 13.5 mn was booked in December 2008 .",neutral
Joint procurement will be later extended to the factories in the Baltic countries .,neutral
"In its latest investor communication, the industrial firm reported weaker revenue for the current financial year, and investors reacted negatively; this was update reference N03498.",negative
"KKD Krispy Kreme Doughnuts, Inc. at IC XChange Conference (ive) 01/17/13 at 9:15 a.m. ET",positive
Interactive Brokers : Offering Fractional Share Trading Broker broadening access to more e... #InteractiveBrokers https://t.co/aGHDxwa2Po,neutral
"China, U.S. had 'constructive' phone call on trade - Xinhua",positive
"In its latest update, the retail company reported slower order growth for its main business segment, raising concerns about growth; this was update reference N01422.",negative
VOC from watch list added Tuesday has now run over the 50-day EMA vol increased to 86%,positive
